ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_2179726	4.05e-03	2.03e-05	-6.964439	3.167696	-0.99112541	CCDC189	coiled-coil domain containing 189
ILMN_1663616	4.06e-03	2.04e-05	6.9602312	3.162056	1.23111903	DNAJC7	DnaJ heat shock protein family (Hsp40) member C7
ILMN_2396546	4.07e-03	2.05e-05	6.9556169	3.155869	1.09626941	IGSF3	immunoglobulin superfamily member 3
ILMN_1674811	4.10e-03	2.08e-05	6.9467626	3.143988	2.91524607	OASL	2'-5'-oligoadenylate synthetase like
ILMN_1765258	4.10e-03	2.09e-05	6.9427288	3.138572	0.93706628	HLA-E	major histocompatibility complex, class I, E
ILMN_2145280	4.10e-03	2.11e-05	-6.934849	3.127985	-0.9490144	DEF6	DEF6, guanine nucleotide exchange factor
ILMN_3196019	4.10e-03	2.11e-05	6.9346085	3.127662	0.73217643	FAM60A	family with sequence similarity 60 member A
ILMN_1804854	4.10e-03	2.12e-05	6.9336901	3.126427	0.91298502	CTNNA1	catenin alpha 1
ILMN_2091347	4.27e-03	2.21e-05	6.9016954	3.083345	1.32332665	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic
ILMN_1872759	4.41e-03	2.29e-05	6.8740973	3.046067	0.60918479		
ILMN_1659255	4.44e-03	2.32e-05	6.8658536	3.034911	0.71967599	RP2	retinitis pigmentosa 2 (X-linked recessive)
ILMN_2205963	4.53e-03	2.37e-05	-6.8481693	3.010947	-1.1762231	C10orf54	chromosome 10 open reading frame 54
ILMN_1750409	4.56e-03	2.40e-05	6.8409652	3.001172	0.99543719	RAB9A	RAB9A, member RAS oncogene family
ILMN_1720771	4.68e-03	2.47e-05	6.8186212	2.970807	1.33507678	STX11	syntaxin 11
ILMN_1672662	4.69e-03	2.50e-05	-6.8101957	2.959339	-1.79801296	SLC20A1	solute carrier family 20 member 1
ILMN_1785202	4.69e-03	2.51e-05	6.8063584	2.954112	1.58674839	STAT4	signal transducer and activator of transcription 4
ILMN_1764186	4.69e-03	2.52e-05	6.8056184	2.953104	0.55939497	ATXN1L	ataxin 1 like
ILMN_1654396	4.69e-03	2.52e-05	-6.8052836	2.952648	-1.95095634	ITGB2	integrin subunit beta 2
ILMN_2130635	4.70e-03	2.54e-05	-6.7989628	2.944033	-0.85077133	FOXRED2	FAD dependent oxidoreductase domain containing 2
ILMN_2379080	4.70e-03	2.55e-05	-6.7964007	2.94054	-0.71944003	NFATC2IP	nuclear factor of activated T-cells 2 interacting protein
ILMN_1715024	4.70e-03	2.55e-05	-6.7948601	2.938439	-0.85964356	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)
ILMN_2331636	4.70e-03	2.56e-05	-6.7919228	2.934432	-0.88220825	ACACA	acetyl-CoA carboxylase alpha
ILMN_1864422	4.70e-03	2.57e-05	6.7890502	2.930512	1.090162	POU2F1	POU class 2 homeobox 1
ILMN_1739541	4.71e-03	2.59e-05	6.7848279	2.924748	1.02189943	NMI	N-myc and STAT interactor
ILMN_1695432	4.77e-03	2.64e-05	-6.7714611	2.906485	-0.67984014	TPST2	tyrosylprotein sulfotransferase 2
ILMN_1712707	4.77e-03	2.64e-05	-6.7700169	2.90451	-0.73454964	ABHD8	abhydrolase domain containing 8
ILMN_1664012	4.92e-03	2.73e-05	6.7447736	2.869945	0.35640053	CANT1	calcium activated nucleotidase 1
ILMN_1658426	5.00e-03	2.79e-05	-6.7302611	2.850032	-1.0504417	WNT10A	Wnt family member 10A
ILMN_1745962	5.14e-03	2.88e-05	6.7074803	2.818714	0.75352028	FBXO7	F-box protein 7
ILMN_1670782	5.29e-03	2.97e-05	6.683598	2.785801	1.13371726	POU3F1	POU class 3 homeobox 1
ILMN_1657871	5.34e-03	3.01e-05	6.6737798	2.772246	2.07196729	RSAD2	radical S-adenosyl methionine domain containing 2
ILMN_1784709	5.35e-03	3.03e-05	-6.6705738	2.767817	-1.05391402	GNPDA1	glucosamine-6-phosphate deaminase 1
ILMN_1789364	5.41e-03	3.08e-05	-6.6588825	2.751653	-0.91847443	ZNF789	zinc finger protein 789
ILMN_1794038	5.49e-03	3.13e-05	6.6458667	2.733635	1.15842262	FAM49A	family with sequence similarity 49 member A
ILMN_2231928	5.56e-03	3.18e-05	6.6347945	2.718288	0.98212165	MX2	MX dynamin like GTPase 2
ILMN_2415235	5.67e-03	3.26e-05	-6.6168734	2.693411	-0.90719125	CSNK1E	casein kinase 1 epsilon
ILMN_3235832	5.68e-03	3.29e-05	6.6113567	2.685744	4.39846329		
ILMN_1780923	5.68e-03	3.29e-05	6.6110574	2.685328	1.2720896		
ILMN_2386355	5.70e-03	3.32e-05	6.604537	2.67626	0.43370843	CSNK2A1	casein kinase 2 alpha 1
ILMN_1767475	5.70e-03	3.33e-05	-6.602739	2.673758	-1.64314435	CERK	ceramide kinase
ILMN_1688152	5.71e-03	3.34e-05	-6.5987951	2.668269	-1.13616856	IL27RA	interleukin 27 receptor subunit alpha
ILMN_2250923	5.73e-03	3.37e-05	6.5935751	2.661	0.82710455	FOXP1	forkhead box P1
ILMN_1670096	5.82e-03	3.43e-05	6.580868	2.64329	0.62426574	NRBP1	nuclear receptor binding protein 1
ILMN_1716276	5.82e-03	3.44e-05	6.5780841	2.639407	3.8572474	CCL4L1	C-C motif chemokine ligand 4 like 1
ILMN_2191568	5.82e-03	3.46e-05	-6.5751992	2.635382	-0.82361701	NPRL2	NPR2-like, GATOR1 complex subunit
ILMN_1785107	5.82e-03	3.47e-05	6.5728806	2.632146	1.16178886	NXT2	nuclear transport factor 2 like export factor 2
ILMN_2105573	5.84e-03	3.50e-05	6.5670215	2.623965	4.60794679	CCL3L3	C-C motif chemokine ligand 3 like 3
ILMN_1762337	5.88e-03	3.54e-05	6.5581464	2.611564	0.68117615	MACC1	metastasis associated in colon cancer 1
ILMN_1678143	5.88e-03	3.55e-05	-6.5556569	2.608084	-2.48714925	ARHGDIB	Rho GDP dissociation inhibitor beta
ILMN_1801313	5.88e-03	3.56e-05	6.5548377	2.606938	0.91687538	SIAH2	siah E3 ubiquitin protein ligase 2
ILMN_2114747	5.90e-03	3.58e-05	6.5500583	2.600253	1.06773616	NEIL3	nei like DNA glycosylase 3
ILMN_1660017	5.94e-03	3.61e-05	6.5429484	2.590302	0.62741398	PRR5	proline rich 5
ILMN_1672496	6.06e-03	3.70e-05	6.526047	2.566617	0.80961974	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1
ILMN_1657361	6.06e-03	3.72e-05	-6.5220473	2.561006	-0.80590834	CBX7	chromobox 7
ILMN_1694798	6.06e-03	3.72e-05	6.5214798	2.560209	1.53684929	TMEM267	transmembrane protein 267
ILMN_1725169	6.17e-03	3.80e-05	6.5063296	2.538933	0.81945557	INTS12	integrator complex subunit 12
ILMN_1788062	6.24e-03	3.86e-05	-6.49567	2.523943	-0.58391218	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2
ILMN_1711994	6.25e-03	3.88e-05	-6.4916854	2.518336	-0.80256037	TCIRG1	T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3
ILMN_1654262	6.26e-03	3.90e-05	-6.488253	2.513504	-1.12027182	ZMAT3	zinc finger matrin-type 3
ILMN_2228035	6.26e-03	3.92e-05	6.4855917	2.509756	0.71680809	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1
ILMN_1696432	6.26e-03	3.93e-05	6.4831721	2.506347	0.99281503	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic
ILMN_1693879	6.27e-03	3.96e-05	6.4772562	2.498011	0.89602335	RANBP3L	RAN binding protein 3 like
ILMN_1677440	6.27e-03	3.96e-05	-6.4770667	2.497743	-0.50185025	ATP6AP2	ATPase H+ transporting accessory protein 2
ILMN_1793148	6.35e-03	4.03e-05	6.4660761	2.482241	0.81957054		
ILMN_1661809	6.60e-03	4.22e-05	6.4331387	2.435677	0.49462241	PRRG4	proline rich and Gla domain 4
ILMN_2196550	6.60e-03	4.22e-05	-6.4327324	2.435102	-0.80824447	KIAA0226L	KIAA0226 like
ILMN_2049184	6.60e-03	4.23e-05	-6.4315557	2.433435	-1.4278925	DNASE1L3	deoxyribonuclease 1 like 3
ILMN_1666976	6.64e-03	4.26e-05	-6.4252987	2.42457	-1.06032783	PLD3	phospholipase D family member 3
ILMN_1714197	6.73e-03	4.34e-05	-6.4132888	2.407539	-1.06034622	ACSS2	acyl-CoA synthetase short-chain family member 2
ILMN_1705302	6.74e-03	4.36e-05	-6.4101807	2.403127	-0.72893771	FCGRT	Fc fragment of IgG receptor and transporter
ILMN_1756439	6.98e-03	4.53e-05	-6.3824499	2.363708	-0.66637227	SCRN1	secernin 1
ILMN_1751464	7.07e-03	4.61e-05	6.3703039	2.346407	1.29437236	TNFSF9	tumor necrosis factor superfamily member 9
ILMN_1789171	7.07e-03	4.62e-05	-6.3692335	2.344882	-0.96594108	EEF2K	eukaryotic elongation factor 2 kinase
ILMN_2393296	7.22e-03	4.73e-05	6.3517007	2.319867	0.75785526	GK	glycerol kinase
ILMN_1763207	7.23e-03	4.75e-05	6.3485676	2.315392	0.74503728	BATF3	basic leucine zipper ATF-like transcription factor 3
ILMN_1785380	7.28e-03	4.80e-05	6.342203	2.306297	0.7904909	SLC1A2	solute carrier family 1 member 2
ILMN_2134110	7.32e-03	4.84e-05	6.3352994	2.296426	0.89395488	SELK	selenoprotein K
ILMN_3213925	7.32e-03	4.86e-05	-6.3329999	2.293136	-1.41522443		
ILMN_1755383	7.32e-03	4.89e-05	6.3289914	2.2874	0.61600983	LRRC1	leucine rich repeat containing 1
ILMN_1651347	7.32e-03	4.89e-05	-6.3287663	2.287077	-0.85138234	SERTAD2	SERTA domain containing 2
ILMN_1756937	7.32e-03	4.90e-05	6.3269335	2.284454	1.37752309	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
ILMN_1799614	7.38e-03	4.96e-05	-6.3188929	2.272938	-0.63863013	PNPLA6	patatin like phospholipase domain containing 6
ILMN_1740171	7.51e-03	5.06e-05	6.3047449	2.252651	1.24031114	DUSP11	dual specificity phosphatase 11
ILMN_2410038	7.64e-03	5.16e-05	6.2905738	2.232302	1.09312522	FAM111A	family with sequence similarity 111 member A
ILMN_1699727	7.67e-03	5.22e-05	-6.2834743	2.222096	-0.86918035	BAIAP2	BAI1 associated protein 2
ILMN_1783276	7.67e-03	5.22e-05	6.2832971	2.221841	1.52055037	NEXN	nexilin F-actin binding protein
ILMN_1745954	7.71e-03	5.26e-05	-6.2773638	2.213306	-1.14452069	CORO1C	coronin 1C
ILMN_1726030	7.73e-03	5.29e-05	-6.2732401	2.207371	-1.52642616	GPX7	glutathione peroxidase 7
ILMN_1724145	7.77e-03	5.34e-05	6.2676557	2.19933	0.57469755	CBX4	chromobox 4
ILMN_1707481	7.85e-03	5.42e-05	-6.2568136	2.183704	-0.39699366	ZBTB44	zinc finger and BTB domain containing 44
ILMN_1671494	7.85e-03	5.42e-05	-6.2564884	2.183235	-0.49407843	USP5	ubiquitin specific peptidase 5
ILMN_1751086	7.85e-03	5.45e-05	6.2532912	2.178624	1.11933695	ATL3	atlastin GTPase 3
ILMN_1788160	7.85e-03	5.46e-05	6.2519876	2.176744	0.54264557	KIF5B	kinesin family member 5B
ILMN_2077733	7.91e-03	5.51e-05	6.2447113	2.166242	0.61808792	NAA25	N(alpha)-acetyltransferase 25, NatB auxiliary subunit
ILMN_1711139	7.92e-03	5.54e-05	6.241846	2.162105	0.75573696	VPS37A	VPS37A, ESCRT-I subunit
ILMN_1671250	8.11e-03	5.69e-05	6.2229848	2.13484	0.64579623	CLIC4	chloride intracellular channel 4
ILMN_1708151	8.12e-03	5.72e-05	-6.2196627	2.130032	-0.79823732	LAGE3	L antigen family member 3
ILMN_1713749	8.19e-03	5.78e-05	-6.2120687	2.119036	-1.23665435	CORO1A	coronin 1A
ILMN_1808783	8.31e-03	5.89e-05	-6.1995322	2.100864	-0.54853958	STRBP	spermatid perinuclear RNA binding protein
ILMN_3282321	8.36e-03	5.93e-05	6.193758	2.092487	0.76374796		
ILMN_1763523	8.57e-03	6.10e-05	6.1746144	2.064677	1.02780815	HARS	histidyl-tRNA synthetase
ILMN_1706015	8.60e-03	6.14e-05	-6.1696574	2.057467	-2.04770091	FAM43A	family with sequence similarity 43 member A
ILMN_2402341	8.73e-03	6.27e-05	-6.1553402	2.036623	-0.60277052	MAPK3	mitogen-activated protein kinase 3
ILMN_1724533	8.73e-03	6.27e-05	-6.155234	2.036468	-1.00410061	LY96	lymphocyte antigen 96
ILMN_1683859	8.83e-03	6.36e-05	6.1456593	2.022511	1.23772145	SLC7A1	solute carrier family 7 member 1
ILMN_1655191	8.93e-03	6.45e-05	6.1360119	2.008434	0.55512074	CASZ1	castor zinc finger 1
ILMN_1672738	8.96e-03	6.49e-05	-6.1318641	2.002378	-0.60579748		
ILMN_1730294	9.09e-03	6.62e-05	6.1183596	1.982642	0.45397555	INO80C	INO80 complex subunit C
ILMN_2170095	9.09e-03	6.63e-05	6.117207	1.980957	1.07771131	PMCH	pro-melanin concentrating hormone
ILMN_1679556	9.14e-03	6.69e-05	6.111431	1.972506	0.45831736		
ILMN_1693287	9.20e-03	6.75e-05	6.1051391	1.963295	0.78087377	POMP	proteasome maturation protein
ILMN_1753370	9.21e-03	6.78e-05	6.1019373	1.958606	1.09845053	ABTB2	ankyrin repeat and BTB domain containing 2
ILMN_1676665	9.21e-03	6.79e-05	-6.1006668	1.956744	-1.04890331	CUEDC1	CUE domain containing 1
ILMN_1770505	9.25e-03	6.84e-05	-6.0955635	1.949266	-1.04658132	BIK	BCL2 interacting killer
ILMN_1763409	9.30e-03	6.90e-05	-6.0902622	1.941493	-0.44697488	LRRC8D	leucine rich repeat containing 8 family member D
ILMN_1809957	9.36e-03	6.96e-05	-6.0837619	1.931957	-0.52836516	AP2S1	adaptor related protein complex 2 sigma 1 subunit
ILMN_1740005	9.58e-03	7.14e-05	-6.0659622	1.905811	-0.542441	SERPINF2	serpin family F member 2
ILMN_1673899	9.64e-03	7.22e-05	6.0590739	1.89568	1.73497939	FAM57A	family with sequence similarity 57 member A
ILMN_1793990	9.64e-03	7.23e-05	6.0579372	1.894008	0.96191748	ID2	inhibitor of DNA binding 2, HLH protein
ILMN_1893511	1.01e-02	7.60e-05	-6.0237373	1.8436	-0.40124827		
ILMN_1708798	1.02e-02	7.67e-05	6.0172271	1.833984	1.17324117	EAF2	ELL associated factor 2
ILMN_2066849	1.02e-02	7.75e-05	6.0108173	1.824511	1.25205547	FAM26F	family with sequence similarity 26 member F
ILMN_1686152	1.02e-02	7.75e-05	-6.0101637	1.823545	-0.76737989	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
ILMN_2337336	1.02e-02	7.77e-05	6.008369	1.820891	0.43041269	NECTIN2	nectin cell adhesion molecule 2
ILMN_1807044	1.02e-02	7.80e-05	-6.0064264	1.818018	-0.79579174	UBAC1	UBA domain containing 1
ILMN_2219556	1.02e-02	7.81e-05	6.0052728	1.816312	1.17435929	ISCA1	iron-sulfur cluster assembly 1
ILMN_1656136	1.02e-02	7.81e-05	6.005206	1.816213	0.64993909	STAU1	staufen double-stranded RNA binding protein 1
ILMN_2255133	1.02e-02	7.84e-05	-6.0029192	1.81283	-1.47287105	BCL11A	B-cell CLL/lymphoma 11A
ILMN_1767992	1.02e-02	7.85e-05	6.0021445	1.811684	0.47982068	SLC12A6	solute carrier family 12 member 6
ILMN_1773742	1.03e-02	7.93e-05	5.9948329	1.800861	1.2886624	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
ILMN_3250023	1.03e-02	7.99e-05	5.9898816	1.793528	1.08880698	CLEC2D	C-type lectin domain family 2 member D
ILMN_1690911	1.03e-02	8.02e-05	5.9874951	1.789992	0.76764415	C16orf87	chromosome 16 open reading frame 87
ILMN_1713088	1.03e-02	8.02e-05	-5.9869524	1.789187	-0.51172547	MSI2	musashi RNA binding protein 2
ILMN_2366330	1.03e-02	8.08e-05	-5.9820402	1.781906	-0.85536177	FERMT3	fermitin family member 3
ILMN_1718977	1.04e-02	8.12e-05	5.9785248	1.776693	1.74633362	GADD45B	growth arrest and DNA damage inducible beta
ILMN_1666690	1.04e-02	8.16e-05	-5.9755644	1.772301	-0.39831719	ACRC	acidic repeat containing
ILMN_1771636	1.05e-02	8.27e-05	5.9663773	1.758665	0.63521066	DCDC2B	doublecortin domain containing 2B
ILMN_1752899	1.06e-02	8.35e-05	-5.960096	1.749334	-1.54951052	BCL11A	B-cell CLL/lymphoma 11A
ILMN_1771599	1.06e-02	8.37e-05	5.9581737	1.746478	1.21882077	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2
ILMN_1680110	1.06e-02	8.43e-05	5.953648	1.73975	0.51592249	ADIRF	adipogenesis regulatory factor
ILMN_1800853	1.06e-02	8.43e-05	5.9533063	1.739242	0.57113866		
ILMN_1675695	1.06e-02	8.45e-05	5.9520802	1.737419	0.78987008	PDS5B	PDS5 cohesin associated factor B
ILMN_2347798	1.07e-02	8.54e-05	5.9444435	1.726057	0.96198264	IFI6	interferon alpha inducible protein 6
ILMN_1777220	1.07e-02	8.61e-05	5.9388107	1.717672	0.55708824	VCP	valosin containing protein
ILMN_1789186	1.10e-02	8.84e-05	-5.9213794	1.691693	-0.80610157	OBFC1	oligonucleotide/oligosaccharide binding fold containing 1
ILMN_1786211	1.10e-02	8.88e-05	-5.9178802	1.686472	-0.62913167	HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
ILMN_1795991	1.10e-02	8.90e-05	5.9168408	1.684921	0.88188434	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase
ILMN_1750400	1.10e-02	8.92e-05	5.9149861	1.682153	0.85560594	C19orf66	chromosome 19 open reading frame 66
ILMN_1709044	1.12e-02	9.15e-05	-5.8982696	1.65718	-0.5090927	TGIF2	TGFB induced factor homeobox 2
ILMN_1796912	1.15e-02	9.40e-05	-5.8794822	1.629064	-0.68176361	ARHGEF7	Rho guanine nucleotide exchange factor 7
ILMN_1693014	1.17e-02	9.63e-05	5.8635997	1.605255	0.5538886	CEBPB	CCAAT/enhancer binding protein beta
ILMN_2362902	1.17e-02	9.63e-05	-5.8634982	1.605102	-0.80265984	RASSF5	Ras association domain family member 5
ILMN_1661306	1.19e-02	9.76e-05	-5.8548721	1.592155	-0.6445157		
ILMN_1717934	1.22e-02	1.00e-04	-5.835836	1.563543	-0.76444939	SYT11	synaptotagmin 11
ILMN_1806023	1.22e-02	1.01e-04	5.8346004	1.561684	2.53897584	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
ILMN_1787509	1.22e-02	1.01e-04	5.8326184	1.558702	1.51175279	HELZ2	helicase with zinc finger 2
ILMN_1763091	1.22e-02	1.01e-04	-5.8294936	1.553999	-1.38853656	ELMSAN1	ELM2 and Myb/SANT domain containing 1
ILMN_1683096	1.22e-02	1.02e-04	-5.8275151	1.55102	-0.77329513		
ILMN_1723486	1.22e-02	1.02e-04	5.8255652	1.548084	1.61978914	HK2	hexokinase 2
ILMN_1805750	1.22e-02	1.02e-04	5.8220876	1.542846	1.76054001	IFITM3	interferon induced transmembrane protein 3
ILMN_1765621	1.22e-02	1.02e-04	-5.8219899	1.542699	-0.59991013	HDGF	hepatoma-derived growth factor
ILMN_1778177	1.24e-02	1.04e-04	5.8116844	1.527166	0.63050472	ZNF207	zinc finger protein 207
ILMN_2330966	1.24e-02	1.04e-04	5.8093985	1.523718	0.78284783	PTK2B	protein tyrosine kinase 2 beta
ILMN_1654612	1.26e-02	1.07e-04	-5.7942902	1.500912	-0.97670449	ZNF589	zinc finger protein 589
ILMN_1815079	1.27e-02	1.07e-04	5.7900721	1.494539	0.67599918	TICAM1	toll like receptor adaptor molecule 1
ILMN_1796642	1.27e-02	1.07e-04	5.7899792	1.494398	2.08326872	NCF2	neutrophil cytosolic factor 2
ILMN_1758963	1.27e-02	1.08e-04	-5.7880076	1.491418	-0.53254615	NADK	NAD kinase
ILMN_1795464	1.27e-02	1.09e-04	5.7836985	1.484904	1.63517375	LTA	lymphotoxin alpha
ILMN_1691436	1.27e-02	1.09e-04	5.7823715	1.482897	1.11562408	BLVRA	biliverdin reductase A
ILMN_1680687	1.27e-02	1.09e-04	5.7811622	1.481068	0.57511635	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase
ILMN_1728199	1.27e-02	1.09e-04	-5.7805969	1.480213	-0.46680643	POLE	DNA polymerase epsilon, catalytic subunit
ILMN_1763198	1.27e-02	1.09e-04	5.7777245	1.475867	0.57815263	STAT6	signal transducer and activator of transcription 6
ILMN_1701613	1.27e-02	1.10e-04	5.7756758	1.472767	1.43640226	RARRES3	retinoic acid receptor responder 3
ILMN_1659936	1.28e-02	1.11e-04	5.7688793	1.462478	1.84928705	PPP1R15A	protein phosphatase 1 regulatory subunit 15A
ILMN_1746704	1.29e-02	1.12e-04	-5.7643463	1.455611	-1.27723	TRIM8	tripartite motif containing 8
ILMN_1815719	1.29e-02	1.12e-04	-5.7620073	1.452067	-1.11817815	PLCG2	phospholipase C gamma 2
ILMN_1774997	1.29e-02	1.12e-04	5.7615264	1.451339	1.0450197	BCL2L11	BCL2 like 11
ILMN_1654369	1.29e-02	1.13e-04	5.758067	1.446095	0.59962915		
ILMN_2330845	1.29e-02	1.13e-04	5.7560711	1.443069	0.76915261	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase
ILMN_1735347	1.29e-02	1.13e-04	-5.7553716	1.442008	-0.89072218	MCEE	methylmalonyl-CoA epimerase
ILMN_1711606	1.30e-02	1.14e-04	-5.7498861	1.433687	-0.70478014	PRDX5	peroxiredoxin 5
ILMN_2383975	1.31e-02	1.16e-04	-5.7381886	1.41593	-0.94641824	PRDX5	peroxiredoxin 5
ILMN_1769158	1.31e-02	1.16e-04	5.7379157	1.415515	0.45548831	ISOC2	isochorismatase domain containing 2
ILMN_1807613	1.31e-02	1.17e-04	5.7356096	1.412012	0.33020037		
ILMN_1726545	1.32e-02	1.18e-04	5.7303502	1.404019	1.42581332	LILRA5	leukocyte immunoglobulin like receptor A5
ILMN_1737588	1.32e-02	1.18e-04	-5.7267875	1.398602	-0.95896047	C21orf33	chromosome 21 open reading frame 33
ILMN_2212590	1.32e-02	1.18e-04	5.7263807	1.397983	0.7575286	TMEM170A	transmembrane protein 170A
ILMN_1655229	1.32e-02	1.19e-04	5.7241474	1.394586	2.063883	SLC7A11	solute carrier family 7 member 11
ILMN_1739985	1.33e-02	1.20e-04	5.7176261	1.384664	0.33857304	TAGAP	T-cell activation RhoGTPase activating protein
ILMN_1730734	1.33e-02	1.20e-04	-5.7145307	1.379952	-0.64322172	TMEM205	transmembrane protein 205
ILMN_1654319	1.33e-02	1.21e-04	5.7139543	1.379074	1.02278032	HAPLN3	hyaluronan and proteoglycan link protein 3
ILMN_2049021	1.33e-02	1.21e-04	5.7132126	1.377945	0.57608041	PTTG3P	pituitary tumor-transforming 3, pseudogene
ILMN_1754235	1.33e-02	1.21e-04	-5.7116071	1.3755	-0.5026811	SLC35C2	solute carrier family 35 member C2
ILMN_1750896	1.33e-02	1.21e-04	5.7108763	1.374387	0.38109175	STX17	syntaxin 17
ILMN_1797531	1.34e-02	1.22e-04	5.7075664	1.369345	0.76139473	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2
ILMN_1760121	1.35e-02	1.23e-04	5.7014165	1.359973	1.01398726	RRAGC	Ras related GTP binding C
ILMN_1687768	1.35e-02	1.24e-04	5.6961699	1.351973	0.9982082	NCOA7	nuclear receptor coactivator 7
ILMN_3236079	1.35e-02	1.24e-04	5.6958276	1.35145	1.2711971		
ILMN_3233930	1.36e-02	1.25e-04	-5.6884199	1.340148	-0.61962682		
ILMN_1741957	1.38e-02	1.27e-04	-5.679745	1.326901	-0.62894317	RABEPK	Rab9 effector protein with kelch motifs
ILMN_2192032	1.38e-02	1.27e-04	5.677089	1.322843	0.76687615	SRP19	signal recognition particle 19
ILMN_1728605	1.41e-02	1.31e-04	-5.6595601	1.296034	-0.98433982	TTC3	tetratricopeptide repeat domain 3
ILMN_1729749	1.43e-02	1.32e-04	5.6525135	1.285245	1.29395899	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5
ILMN_1808071	1.43e-02	1.33e-04	5.6483139	1.278811	0.88903392	KIF14	kinesin family member 14
ILMN_1684391	1.44e-02	1.35e-04	-5.6401776	1.266338	-0.76028309	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
ILMN_2338921	1.44e-02	1.35e-04	-5.639553	1.26538	-0.38391393	TRAPPC11	trafficking protein particle complex 11
ILMN_1668374	1.45e-02	1.36e-04	5.636009	1.259944	1.04357707	ITGB5	integrin subunit beta 5
ILMN_1779214	1.45e-02	1.36e-04	-5.6328905	1.255159	-0.7903482	ATM	ATM serine/threonine kinase
ILMN_1663486	1.46e-02	1.37e-04	5.6277098	1.247206	0.75135635	TLK2	tousled like kinase 2
ILMN_1796751	1.47e-02	1.39e-04	-5.6189259	1.233714	-0.60637145	PALD1	phosphatase domain containing, paladin 1
ILMN_1727617	1.47e-02	1.39e-04	5.6182408	1.232661	0.39366601	XRN2	5'-3' exoribonuclease 2
ILMN_1710434	1.47e-02	1.40e-04	-5.6166574	1.230227	-1.10224261	TBC1D10C	TBC1 domain family member 10C
ILMN_1658464	1.47e-02	1.40e-04	-5.6166427	1.230205	-0.91502029	GTF3A	general transcription factor IIIA
ILMN_3236428	1.47e-02	1.40e-04	-5.6163423	1.229743	-0.65205852	TMEM170B	transmembrane protein 170B
ILMN_2213199	1.47e-02	1.40e-04	-5.6144959	1.226904	-0.57267506	CEP44	centrosomal protein 44
ILMN_1685415	1.48e-02	1.41e-04	5.6103032	1.220457	0.57199872	HBP1	HMG-box transcription factor 1
ILMN_1780533	1.48e-02	1.42e-04	-5.607758	1.216542	-1.80582657	RNASE6	ribonuclease A family member k6
ILMN_1678054	1.48e-02	1.42e-04	5.6037456	1.210369	0.87534037	TRIM21	tripartite motif containing 21
ILMN_1661170	1.48e-02	1.43e-04	-5.602823	1.208949	-0.45112169	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8
ILMN_1727043	1.50e-02	1.44e-04	-5.5963728	1.199018	-0.57211512	COLGALT1	collagen beta(1-O)galactosyltransferase 1
ILMN_1799856	1.50e-02	1.45e-04	5.5930553	1.193908	1.16946014	NOMO2	NODAL modulator 2
ILMN_2158242	1.52e-02	1.47e-04	5.5829531	1.178337	0.47622347	SHOC2	SHOC2, leucine rich repeat scaffold protein
ILMN_1769118	1.52e-02	1.48e-04	-5.5791386	1.172454	-2.19698424	SEPT9	septin 9
ILMN_1719316	1.52e-02	1.48e-04	-5.578268	1.171111	-0.71563988	TMED3	transmembrane p24 trafficking protein 3
ILMN_1853824	1.53e-02	1.49e-04	-5.5760972	1.167762	-0.96423238	MGAT3	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase
ILMN_1727248	1.53e-02	1.49e-04	-5.5736916	1.164049	-0.62418417	INF2	inverted formin, FH2 and WH2 domain containing
