ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1814688	9.85e-01	8.82e-01	0.1519643	-6.738834	0.01230387	ATP8B2	ATPase phospholipid transporting 8B2
ILMN_1714028	9.85e-01	8.82e-01	0.1519414	-6.738838	0.01367079	KRTAP12-3	keratin associated protein 12-3
ILMN_1824784	9.85e-01	8.82e-01	0.1519001	-6.738845	0.01167401		
ILMN_3214985	9.85e-01	8.82e-01	-0.1518851	-6.738847	-0.01142879	GOLGA8DP	golgin A8 family member D, pseudogene
ILMN_1713823	9.85e-01	8.82e-01	0.1518659	-6.73885	0.01259639	FGF7P6	fibroblast growth factor 7 pseudogene 6
ILMN_3248521	9.85e-01	8.82e-01	-0.1517033	-6.738877	-0.02046496	UBXN8	UBX domain protein 8
ILMN_3237873	9.85e-01	8.82e-01	-0.1516729	-6.738882	-0.00774323		
ILMN_1677009	9.85e-01	8.82e-01	-0.1515656	-6.738899	-0.01193606	SYNE2	spectrin repeat containing nuclear envelope protein 2
ILMN_1838472	9.85e-01	8.82e-01	-0.151553	-6.738901	-0.01366438		
ILMN_1819923	9.85e-01	8.82e-01	-0.1515471	-6.738902	-0.01209054		
ILMN_1768469	9.85e-01	8.82e-01	-0.151526	-6.738906	-0.01066235	TCN1	transcobalamin 1
ILMN_2156687	9.85e-01	8.82e-01	0.1515056	-6.738909	0.01423138	DFNB59	deafness, autosomal recessive 59
ILMN_3257564	9.85e-01	8.82e-01	0.1514676	-6.738915	0.01203411		
ILMN_2353862	9.85e-01	8.82e-01	-0.1514261	-6.738922	-0.00962411	DRC3	dynein regulatory complex subunit 3
ILMN_3239603	9.85e-01	8.82e-01	-0.1514253	-6.738922	-0.01170258		
ILMN_1751036	9.85e-01	8.82e-01	-0.1513591	-6.738933	-0.01233824	SMAD2	SMAD family member 2
ILMN_1656802	9.85e-01	8.82e-01	0.1513296	-6.738937	0.01054025	LOXL2	lysyl oxidase like 2
ILMN_3209477	9.85e-01	8.82e-01	0.1513285	-6.738938	0.01173713	TACC1	transforming acidic coiled-coil containing protein 1
ILMN_1670274	9.85e-01	8.82e-01	0.1513112	-6.73894	0.00883558	POU3F3	POU class 3 homeobox 3
ILMN_3240921	9.85e-01	8.82e-01	-0.1512547	-6.73895	-0.01141064		
ILMN_3236775	9.85e-01	8.82e-01	-0.1512411	-6.738952	-0.0115374		
ILMN_1789419	9.85e-01	8.82e-01	-0.1512008	-6.738958	-0.02589971	EXOC3	exocyst complex component 3
ILMN_1669813	9.85e-01	8.82e-01	0.1511686	-6.738964	0.00912342		
ILMN_1907292	9.85e-01	8.83e-01	0.1511568	-6.738965	0.0101128	DPP10-AS3	DPP10 antisense RNA 3
ILMN_1762957	9.85e-01	8.83e-01	-0.1511265	-6.73897	-0.01132937		
ILMN_1687362	9.85e-01	8.83e-01	0.1511216	-6.738971	0.01177923	ARHGAP35	Rho GTPase activating protein 35
ILMN_3201153	9.85e-01	8.83e-01	0.1510562	-6.738982	0.0083653		
ILMN_2144352	9.85e-01	8.83e-01	0.151052	-6.738982	0.01034077		
ILMN_3266745	9.85e-01	8.83e-01	-0.1510516	-6.738983	-0.01204164		
ILMN_1729824	9.85e-01	8.83e-01	0.1510475	-6.738983	0.01116077		
ILMN_1685170	9.85e-01	8.83e-01	-0.1510471	-6.738983	-0.03231557	ANXA11	annexin A11
ILMN_1769316	9.85e-01	8.83e-01	0.1510234	-6.738987	0.01108303	UMODL1	uromodulin like 1
ILMN_1693749	9.85e-01	8.83e-01	0.1510053	-6.73899	0.00928133		
ILMN_1728746	9.85e-01	8.83e-01	-0.1509861	-6.738993	-0.01035268	GAB2	GRB2 associated binding protein 2
ILMN_1752111	9.85e-01	8.83e-01	-0.1509511	-6.738999	-0.01759637	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1
ILMN_2348268	9.85e-01	8.83e-01	0.1509284	-6.739002	0.03087737	IFFO1	intermediate filament family orphan 1
ILMN_1652313	9.85e-01	8.83e-01	0.1509262	-6.739003	0.0087556	RNF215	ring finger protein 215
ILMN_1685259	9.85e-01	8.83e-01	-0.1509223	-6.739003	-0.01402696	SLC45A2	solute carrier family 45 member 2
ILMN_1803308	9.85e-01	8.83e-01	0.1508695	-6.739012	0.01362493		
ILMN_2241750	9.85e-01	8.83e-01	0.1507799	-6.739026	0.00875654	KALRN	kalirin, RhoGEF kinase
ILMN_1713995	9.85e-01	8.83e-01	0.1507708	-6.739028	0.0113507	SCNN1A	sodium channel epithelial 1 alpha subunit
ILMN_1696279	9.85e-01	8.83e-01	0.1507672	-6.739028	0.01114482	SIM1	single-minded family bHLH transcription factor 1
ILMN_1715189	9.85e-01	8.83e-01	0.1507667	-6.739029	0.01500449	LHX6	LIM homeobox 6
ILMN_1696249	9.85e-01	8.83e-01	0.1507496	-6.739031	0.01247206		
ILMN_1790029	9.85e-01	8.83e-01	0.1507247	-6.739035	0.01302828	P2RY6	pyrimidinergic receptor P2Y6
ILMN_1855212	9.85e-01	8.83e-01	0.1507045	-6.739039	0.01107623		
ILMN_1721733	9.85e-01	8.83e-01	0.1506946	-6.73904	0.01094827		
ILMN_3234783	9.85e-01	8.83e-01	0.1506678	-6.739045	0.01215718		
ILMN_3273229	9.85e-01	8.83e-01	-0.1506529	-6.739047	-0.04620878		
ILMN_1830634	9.85e-01	8.83e-01	-0.1506525	-6.739047	-0.01308154		
ILMN_1787190	9.85e-01	8.83e-01	-0.1506421	-6.739049	-0.01163065	NRP2	neuropilin 2
ILMN_1753819	9.85e-01	8.83e-01	0.150634	-6.73905	0.01948349		
ILMN_1708950	9.85e-01	8.83e-01	-0.1505897	-6.739057	-0.01049961	ASPHD1	aspartate beta-hydroxylase domain containing 1
ILMN_2269977	9.85e-01	8.83e-01	-0.1505666	-6.739061	-0.01177673	GLUL	glutamate-ammonia ligase
ILMN_1775045	9.85e-01	8.83e-01	0.150516	-6.739069	0.01049907	ADIPOQ	adiponectin, C1Q and collagen domain containing
ILMN_1655766	9.85e-01	8.83e-01	-0.1504994	-6.739072	-0.01015169	ANKRD34B	ankyrin repeat domain 34B
ILMN_1720322	9.85e-01	8.83e-01	0.1504602	-6.739078	0.02276065	PTS	6-pyruvoyltetrahydropterin synthase
ILMN_1897251	9.85e-01	8.83e-01	0.150455	-6.739079	0.01107106		
ILMN_1713832	9.85e-01	8.83e-01	-0.1503876	-6.73909	-0.00978982	SNORD15B	small nucleolar RNA, C/D box 15B
ILMN_1717478	9.85e-01	8.83e-01	0.1503808	-6.739091	0.01061264		
ILMN_2279367	9.85e-01	8.83e-01	-0.1503608	-6.739094	-0.04223734		
ILMN_1673668	9.85e-01	8.83e-01	-0.1503364	-6.739098	-0.01394584		
ILMN_3240134	9.85e-01	8.83e-01	0.1503329	-6.739099	0.01282542		
ILMN_1877156	9.85e-01	8.83e-01	0.150309	-6.739102	0.012268		
ILMN_1701644	9.85e-01	8.83e-01	-0.1502025	-6.73912	-0.02079308	PCDHGB6	protocadherin gamma subfamily B, 6
ILMN_3298637	9.85e-01	8.83e-01	-0.1501951	-6.739121	-0.00898555		
ILMN_1706404	9.85e-01	8.83e-01	-0.1501349	-6.73913	-0.01153229		
ILMN_1743535	9.85e-01	8.83e-01	-0.1501304	-6.739131	-0.01386217	PIKFYVE	phosphoinositide kinase, FYVE-type zinc finger containing
ILMN_1653120	9.86e-01	8.83e-01	-0.1498896	-6.73917	-0.01546275	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1
ILMN_3164905	9.86e-01	8.84e-01	-0.1498497	-6.739176	-0.01739008		
ILMN_2409290	9.86e-01	8.84e-01	-0.1497814	-6.739187	-0.01086493	CCPG1	cell cycle progression 1
ILMN_1670595	9.86e-01	8.84e-01	-0.1497564	-6.739191	-0.01054595		
ILMN_1702755	9.86e-01	8.84e-01	0.1497119	-6.739198	0.00781666	BMP15	bone morphogenetic protein 15
ILMN_1812618	9.86e-01	8.84e-01	-0.1495698	-6.739221	-0.00919595	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
ILMN_1700556	9.86e-01	8.84e-01	-0.1495681	-6.739221	-0.01037183		
ILMN_1886050	9.86e-01	8.84e-01	0.1495563	-6.739223	0.01705024		
ILMN_1722771	9.86e-01	8.84e-01	-0.1495549	-6.739224	-0.01067473	LDHD	lactate dehydrogenase D
ILMN_1874761	9.86e-01	8.84e-01	0.1495362	-6.739227	0.0133058		
ILMN_2092223	9.86e-01	8.84e-01	0.1494832	-6.739235	0.00979651	TMEM92	transmembrane protein 92
ILMN_1700366	9.86e-01	8.84e-01	0.1494782	-6.739236	0.0104642		
ILMN_1735063	9.86e-01	8.84e-01	0.1494566	-6.739239	0.01124826	KIAA1841	KIAA1841
ILMN_1673697	9.86e-01	8.84e-01	0.1494186	-6.739245	0.01282955	RBM4	RNA binding motif protein 4
ILMN_1791902	9.86e-01	8.84e-01	0.1493192	-6.739261	0.00909883	RARA	retinoic acid receptor alpha
ILMN_2292178	9.86e-01	8.84e-01	0.1492972	-6.739265	0.00988774	CLEC12A	C-type lectin domain family 12 member A
ILMN_3234892	9.86e-01	8.84e-01	-0.149289	-6.739266	-0.0100786	MARCH11	membrane associated ring-CH-type finger 11
ILMN_1701875	9.86e-01	8.84e-01	-0.1492587	-6.739271	-0.03274348	ZYX	zyxin
ILMN_1756985	9.86e-01	8.84e-01	0.1492498	-6.739272	0.01255478		
ILMN_1758371	9.86e-01	8.84e-01	0.1492155	-6.739278	0.01451097	IL1R2	interleukin 1 receptor type 2
ILMN_1726280	9.86e-01	8.84e-01	-0.1492017	-6.73928	-0.00841157	VPS13B	vacuolar protein sorting 13 homolog B
ILMN_1806056	9.86e-01	8.84e-01	-0.1491999	-6.73928	-0.00845533	CEACAM8	carcinoembryonic antigen related cell adhesion molecule 8
ILMN_2166812	9.86e-01	8.84e-01	-0.1491858	-6.739283	-0.01302168	KIR2DS1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ILMN_1716960	9.86e-01	8.84e-01	-0.1491788	-6.739284	-0.01186228	RBMY1B	RNA binding motif protein, Y-linked, family 1, member B
ILMN_3307803	9.86e-01	8.84e-01	0.1491672	-6.739286	0.01135122	PON1	paraoxonase 1
ILMN_3309104	9.86e-01	8.84e-01	-0.1491635	-6.739286	-0.00942932	MIR1180	microRNA 1180
ILMN_1675222	9.86e-01	8.84e-01	0.1491301	-6.739292	0.01270364	PLXND1	plexin D1
ILMN_3300849	9.86e-01	8.84e-01	0.1490701	-6.739301	0.00741994		
ILMN_1672906	9.86e-01	8.84e-01	0.149061	-6.739303	0.00807557	GAK	cyclin G associated kinase
ILMN_3249574	9.86e-01	8.84e-01	0.1490323	-6.739307	0.01080453	CHRNB4	cholinergic receptor nicotinic beta 4 subunit
ILMN_1682298	9.86e-01	8.84e-01	-0.148995	-6.739313	-0.01069281	ERMN	ermin
ILMN_3310341	9.86e-01	8.84e-01	-0.1489848	-6.739315	-0.01063854	MIR592	microRNA 592
ILMN_3245654	9.86e-01	8.84e-01	-0.1489842	-6.739315	-0.01321882		
ILMN_3307897	9.86e-01	8.84e-01	0.1489827	-6.739315	0.01071189	MECOM	MDS1 and EVI1 complex locus
ILMN_1784286	9.86e-01	8.84e-01	-0.1489631	-6.739318	-0.04057835	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1
ILMN_3201216	9.86e-01	8.84e-01	-0.1489249	-6.739324	-0.03529064		
ILMN_1906579	9.86e-01	8.84e-01	-0.148861	-6.739334	-0.01776314		
ILMN_3236728	9.86e-01	8.84e-01	-0.1488276	-6.73934	-0.01368755	GRXCR2	glutaredoxin and cysteine rich domain containing 2
ILMN_1717923	9.86e-01	8.84e-01	0.1487856	-6.739347	0.00836511	TMEM132B	transmembrane protein 132B
ILMN_1654228	9.86e-01	8.84e-01	-0.1487851	-6.739347	-0.01107723	PCDHGA3	protocadherin gamma subfamily A, 3
ILMN_1793451	9.86e-01	8.84e-01	0.1487617	-6.73935	0.0095369	KIR2DL5B	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B
ILMN_1761061	9.86e-01	8.84e-01	-0.148759	-6.739351	-0.00922657	PAX7	paired box 7
ILMN_3266294	9.86e-01	8.84e-01	0.1487576	-6.739351	0.01322403		
ILMN_3181833	9.86e-01	8.84e-01	-0.148757	-6.739351	-0.0089406		
ILMN_3305417	9.86e-01	8.84e-01	-0.1487479	-6.739353	-0.00955858		
ILMN_1699447	9.86e-01	8.84e-01	0.1487013	-6.73936	0.01495925	TRAF5	TNF receptor associated factor 5
ILMN_1769394	9.86e-01	8.84e-01	-0.1486907	-6.739362	-0.01293443	PLCD1	phospholipase C delta 1
ILMN_3308622	9.86e-01	8.84e-01	0.1486553	-6.739367	0.01465265	MIR1908	microRNA 1908
ILMN_1660600	9.86e-01	8.84e-01	-0.1485892	-6.739378	-0.01119793	SPDYE8P	speedy/RINGO cell cycle regulator family member E8, pseudogene
ILMN_2223772	9.86e-01	8.85e-01	-0.1485654	-6.739382	-0.01212695	GP6	glycoprotein VI platelet
ILMN_1686434	9.86e-01	8.85e-01	-0.1485234	-6.739388	-0.00918741	NME9	NME/NM23 family member 9
ILMN_1726153	9.86e-01	8.85e-01	0.1484874	-6.739394	0.02449558		
ILMN_1658315	9.86e-01	8.85e-01	0.1484786	-6.739395	0.01088355	TSPY4	testis specific protein, Y-linked 4
ILMN_1778662	9.86e-01	8.85e-01	0.1483221	-6.73942	0.01668982	DIP2A	disco interacting protein 2 homolog A
ILMN_2228162	9.86e-01	8.85e-01	0.148263	-6.73943	0.01448414	KRT16	keratin 16
ILMN_1736974	9.86e-01	8.85e-01	0.1482359	-6.739434	0.00843354	SOX12	SRY-box 12
ILMN_1683416	9.86e-01	8.85e-01	0.1482005	-6.73944	0.0157635	MUC6	mucin 6, oligomeric mucus/gel-forming
ILMN_1799151	9.86e-01	8.85e-01	-0.1481593	-6.739446	-0.00956053	PPIL4	peptidylprolyl isomerase like 4
ILMN_3227291	9.86e-01	8.85e-01	0.1481198	-6.739452	0.01130796		
ILMN_1811064	9.86e-01	8.85e-01	0.148033	-6.739466	0.01095951	MTMR10	myotubularin related protein 10
ILMN_1699182	9.86e-01	8.85e-01	-0.1480017	-6.739471	-0.01078081		
ILMN_3302248	9.86e-01	8.85e-01	0.1479459	-6.73948	0.01503959		
ILMN_3232501	9.86e-01	8.85e-01	0.147894	-6.739488	0.01501089	FAM71E2	family with sequence similarity 71 member E2
ILMN_1689020	9.86e-01	8.85e-01	-0.1478925	-6.739488	-0.01559426	SEMA6B	semaphorin 6B
ILMN_3310613	9.86e-01	8.85e-01	-0.1478794	-6.739491	-0.01070033	MIR216B	microRNA 216b
ILMN_1737208	9.86e-01	8.85e-01	-0.1478646	-6.739493	-0.01163782	NTF4	neurotrophin 4
ILMN_2255001	9.86e-01	8.85e-01	-0.1478413	-6.739497	-0.02242102		
ILMN_1651466	9.86e-01	8.85e-01	0.1478288	-6.739499	0.01374076	ALOX5	arachidonate 5-lipoxygenase
ILMN_1788679	9.86e-01	8.85e-01	0.1477049	-6.739518	0.01321889		
ILMN_1779416	9.86e-01	8.85e-01	0.1476159	-6.739532	0.01264228	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2
ILMN_2131493	9.86e-01	8.85e-01	-0.1475894	-6.739536	-0.01392313	MAVS	mitochondrial antiviral signaling protein
ILMN_1723657	9.86e-01	8.85e-01	-0.1475829	-6.739537	-0.01060061	WASH3P	WAS protein family homolog 3 pseudogene
ILMN_3182189	9.86e-01	8.85e-01	-0.1475281	-6.739546	-0.01018324		
ILMN_1689616	9.86e-01	8.85e-01	-0.1475195	-6.739547	-0.0175516	SNORA66	small nucleolar RNA, H/ACA box 66
ILMN_1820053	9.86e-01	8.85e-01	-0.1474454	-6.739559	-0.0120568		
ILMN_1698756	9.86e-01	8.85e-01	0.1474	-6.739566	0.00955665		
ILMN_1658715	9.86e-01	8.85e-01	0.1473524	-6.739574	0.01010627	NRXN3	neurexin 3
ILMN_2143155	9.86e-01	8.85e-01	0.1473121	-6.73958	0.01196515	KIF11	kinesin family member 11
ILMN_3226467	9.86e-01	8.85e-01	-0.1472869	-6.739584	-0.01173177		
ILMN_1883769	9.86e-01	8.86e-01	0.1472729	-6.739586	0.01267543	LOC100131023	uncharacterized LOC100131023
ILMN_1730085	9.86e-01	8.86e-01	0.1472702	-6.739587	0.01411733	LCORL	ligand dependent nuclear receptor corepressor like
ILMN_3291828	9.86e-01	8.86e-01	0.147233	-6.739593	0.01401107		
ILMN_1698298	9.86e-01	8.86e-01	-0.1472106	-6.739596	-0.01057022	MACROD2	MACRO domain containing 2
ILMN_3301920	9.86e-01	8.86e-01	-0.1471781	-6.739601	-0.00859662		
ILMN_1684956	9.86e-01	8.86e-01	-0.1471701	-6.739603	-0.01206751	ARSD	arylsulfatase D
ILMN_1892050	9.86e-01	8.86e-01	-0.1471106	-6.739612	-0.01248554	FGF9	fibroblast growth factor 9
ILMN_1687041	9.86e-01	8.86e-01	-0.1470667	-6.739619	-0.01253196		
ILMN_2205695	9.86e-01	8.86e-01	0.1470239	-6.739626	0.01074469	PACRGL	PARK2 coregulated like
ILMN_1794968	9.86e-01	8.86e-01	-0.1470005	-6.739629	-0.01138107	LRRC28	leucine rich repeat containing 28
ILMN_1664608	9.86e-01	8.86e-01	0.1468946	-6.739646	0.01383581		
ILMN_1706390	9.86e-01	8.86e-01	-0.1468624	-6.739651	-0.00998659	UGT1A6	UDP glucuronosyltransferase family 1 member A6
ILMN_3185045	9.86e-01	8.86e-01	-0.1468612	-6.739651	-0.00847877		
ILMN_1873677	9.86e-01	8.86e-01	-0.1468456	-6.739654	-0.09456815	LOC105371763	uncharacterized LOC105371763
ILMN_1707925	9.86e-01	8.86e-01	-0.146809	-6.73966	-0.01354552	ABHD12B	abhydrolase domain containing 12B
ILMN_3236122	9.86e-01	8.86e-01	0.1467392	-6.73967	0.01247863		
ILMN_1730882	9.86e-01	8.86e-01	0.1467206	-6.739673	0.0125462		
ILMN_1701331	9.86e-01	8.86e-01	0.1467055	-6.739676	0.01491517	UBE2M	ubiquitin conjugating enzyme E2 M
ILMN_3247732	9.86e-01	8.86e-01	0.1466917	-6.739678	0.03362189	ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2
ILMN_1779031	9.86e-01	8.86e-01	-0.1466593	-6.739683	-0.01220924	ZPLD1	zona pellucida like domain containing 1
ILMN_1690397	9.86e-01	8.86e-01	0.1465683	-6.739697	0.0104896	DYNC1I1	dynein cytoplasmic 1 intermediate chain 1
ILMN_3276108	9.86e-01	8.86e-01	0.1465638	-6.739698	0.01247545		
ILMN_1749984	9.86e-01	8.86e-01	0.146551	-6.7397	0.0157966		
ILMN_3275021	9.86e-01	8.86e-01	-0.1465128	-6.739706	-0.0095519		
ILMN_1710209	9.86e-01	8.86e-01	0.1464875	-6.73971	0.01923469	MFSD6	major facilitator superfamily domain containing 6
ILMN_1717012	9.86e-01	8.86e-01	-0.1464447	-6.739717	-0.00995331		
ILMN_1913475	9.86e-01	8.86e-01	-0.14643	-6.739719	-0.01164682	PGCP1	progastricsin pseudogene 1
ILMN_1891705	9.86e-01	8.86e-01	0.1464278	-6.739719	0.01056274	TSPAN11	tetraspanin 11
ILMN_3300604	9.86e-01	8.86e-01	-0.1464014	-6.739724	-0.01112258	ZNF37BP	zinc finger protein 37B, pseudogene
ILMN_1672540	9.86e-01	8.86e-01	-0.1463946	-6.739725	-0.01257255		
ILMN_2376484	9.86e-01	8.86e-01	0.1463709	-6.739728	0.02017195	NRP2	neuropilin 2
ILMN_1785061	9.86e-01	8.86e-01	-0.1463489	-6.739732	-0.00964285	EPHB2	EPH receptor B2
ILMN_1767063	9.86e-01	8.86e-01	-0.1463297	-6.739735	-0.01383212		
ILMN_3192046	9.86e-01	8.86e-01	-0.1462839	-6.739742	-0.00993172		
ILMN_3308673	9.86e-01	8.86e-01	0.1461792	-6.739758	0.01077347	MIR624	microRNA 624
ILMN_1736692	9.86e-01	8.86e-01	-0.1461773	-6.739759	-0.01063073	SRL	sarcalumenin
ILMN_3253527	9.86e-01	8.86e-01	-0.1461735	-6.739759	-0.01278908		
ILMN_1724394	9.86e-01	8.86e-01	-0.1461548	-6.739762	-0.01092863		
ILMN_2399208	9.86e-01	8.86e-01	0.1460542	-6.739778	0.01740113	SCAMP3	secretory carrier membrane protein 3
ILMN_2323427	9.86e-01	8.86e-01	0.1460167	-6.739784	0.01081866	EPB41	erythrocyte membrane protein band 4.1
ILMN_1653369	9.86e-01	8.87e-01	-0.1459666	-6.739792	-0.01351972		
ILMN_1695003	9.86e-01	8.87e-01	-0.1459524	-6.739794	-0.01263014	PCSK2	proprotein convertase subtilisin/kexin type 2
ILMN_1699980	9.86e-01	8.87e-01	-0.1459336	-6.739797	-0.01420305	TSPAN18	tetraspanin 18
ILMN_1667906	9.86e-01	8.87e-01	0.1459062	-6.739801	0.01517746	NR2E3	nuclear receptor subfamily 2 group E member 3
ILMN_1781841	9.86e-01	8.87e-01	-0.1458804	-6.739805	-0.01397783	LRRN2	leucine rich repeat neuronal 2
ILMN_1856986	9.86e-01	8.87e-01	-0.145879	-6.739805	-0.01643755		
ILMN_1723087	9.86e-01	8.87e-01	0.1458628	-6.739808	0.0086543	MDK	midkine (neurite growth-promoting factor 2)
ILMN_1671715	9.86e-01	8.87e-01	-0.1457813	-6.739821	-0.01061512	NBEAP1	neurobeachin pseudogene 1
ILMN_1656560	9.86e-01	8.87e-01	-0.1457597	-6.739824	-0.01042435	PARM1	prostate androgen-regulated mucin-like protein 1
ILMN_1693604	9.86e-01	8.87e-01	0.1457018	-6.739833	0.01292707	GRM2	glutamate metabotropic receptor 2
ILMN_1711596	9.86e-01	8.87e-01	0.1456941	-6.739834	0.01882328		
ILMN_2375360	9.86e-01	8.87e-01	0.1455963	-6.73985	0.00905473	COL4A5	collagen type IV alpha 5 chain
ILMN_2194108	9.86e-01	8.87e-01	-0.1455897	-6.739851	-0.01103468	RBMY1J	RNA binding motif protein, Y-linked, family 1, member J
ILMN_1873300	9.86e-01	8.87e-01	0.1455617	-6.739855	0.01786405		
ILMN_1739570	9.86e-01	8.87e-01	0.1454945	-6.739865	0.01013658		
ILMN_3234121	9.86e-01	8.87e-01	-0.1454842	-6.739867	-0.0144179		
ILMN_1783168	9.86e-01	8.87e-01	-0.1454223	-6.739877	-0.01611616		
ILMN_3245611	9.86e-01	8.87e-01	-0.1454001	-6.73988	-0.00935942	MAGED4	MAGE family member D4
ILMN_1910126	9.86e-01	8.87e-01	0.1453986	-6.73988	0.01109913		
ILMN_1702202	9.86e-01	8.87e-01	-0.1453347	-6.73989	-0.01049393	GLYCAM1	glycosylation dependent cell adhesion molecule 1 (pseudogene)
ILMN_3238269	9.86e-01	8.87e-01	-0.1453191	-6.739893	-0.02551806	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6
ILMN_1683064	9.86e-01	8.87e-01	-0.1453119	-6.739894	-0.0115312		
ILMN_2282282	9.86e-01	8.87e-01	-0.1452485	-6.739904	-0.01655531	MLH3	mutL homolog 3
ILMN_3237926	9.86e-01	8.87e-01	-0.1451978	-6.739912	-0.01175134	CCNJL	cyclin J like
ILMN_1769383	9.86e-01	8.87e-01	-0.1451521	-6.739919	-0.01379674	GIMAP5	GTPase, IMAP family member 5
ILMN_1795304	9.86e-01	8.87e-01	0.1451498	-6.739919	0.0386861	CRLF2	cytokine receptor-like factor 2
ILMN_3188477	9.86e-01	8.87e-01	0.1451085	-6.739925	0.00956282		
ILMN_1659214	9.86e-01	8.87e-01	-0.1449564	-6.739949	-0.01100301	CTXN3	cortexin 3
ILMN_2216637	9.86e-01	8.87e-01	0.1448935	-6.739959	0.00796035	STK32B	serine/threonine kinase 32B
ILMN_1688666	9.86e-01	8.87e-01	0.1448785	-6.739961	0.01639148	HIST1H2BH	histone cluster 1, H2bh
ILMN_3288437	9.86e-01	8.87e-01	0.1448567	-6.739965	0.01201046		
ILMN_1658221	9.86e-01	8.87e-01	0.1448473	-6.739966	0.0130806	POLH	DNA polymerase eta
ILMN_1701930	9.86e-01	8.87e-01	-0.1448346	-6.739968	-0.03883581	EEF1B2	eukaryotic translation elongation factor 1 beta 2
ILMN_1758497	9.86e-01	8.87e-01	0.1448202	-6.73997	0.01148445	TTYH1	tweety family member 1
ILMN_1689747	9.86e-01	8.87e-01	0.144778	-6.739977	0.02240259	NOL8	nucleolar protein 8
ILMN_1897864	9.86e-01	8.87e-01	0.1447652	-6.739979	0.01117845	CYP19A1	cytochrome P450 family 19 subfamily A member 1
ILMN_1772486	9.86e-01	8.87e-01	-0.1447583	-6.73998	-0.01330076	ELF2	E74 like ETS transcription factor 2
ILMN_1674934	9.86e-01	8.87e-01	0.14469	-6.73999	0.01301014	FOXF2	forkhead box F2
ILMN_3239401	9.86e-01	8.88e-01	0.1446412	-6.739998	0.0133592	LOC100133050	glucuronidase beta pseudogene
ILMN_1686709	9.86e-01	8.88e-01	0.1445703	-6.740009	0.01327011		
ILMN_1760509	9.86e-01	8.88e-01	-0.1445411	-6.740014	-0.015721	EOMES	eomesodermin
ILMN_1776153	9.86e-01	8.88e-01	-0.1445157	-6.740017	-0.01264518	AGGF1	angiogenic factor with G-patch and FHA domains 1
ILMN_3199970	9.87e-01	8.88e-01	-0.1444259	-6.740031	-0.0091781		
ILMN_1788942	9.87e-01	8.88e-01	-0.1443962	-6.740036	-0.0101114	GGT6	gamma-glutamyltransferase 6
ILMN_1859446	9.87e-01	8.88e-01	0.1443272	-6.740047	0.01173788		
ILMN_1723568	9.87e-01	8.88e-01	-0.1442478	-6.740059	-0.01108395	SPATA45	spermatogenesis associated 45
ILMN_2304659	9.87e-01	8.88e-01	-0.1442477	-6.740059	-0.0101934		
ILMN_1773174	9.87e-01	8.88e-01	-0.1441081	-6.740081	-0.0144995		
ILMN_1656170	9.87e-01	8.88e-01	-0.1440828	-6.740084	-0.01072241	JAKMIP1	janus kinase and microtubule interacting protein 1
ILMN_3266833	9.87e-01	8.88e-01	0.1440694	-6.740086	0.01032505	LINC00896	long intergenic non-protein coding RNA 896
ILMN_2391245	9.87e-01	8.88e-01	0.1440449	-6.74009	0.01032888	PABPC5	poly(A) binding protein cytoplasmic 5
ILMN_1669486	9.87e-01	8.88e-01	-0.1439843	-6.7401	-0.01476007	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)
ILMN_3221055	9.87e-01	8.88e-01	-0.1439401	-6.740106	-0.01319713		
ILMN_2359710	9.87e-01	8.88e-01	-0.1439088	-6.740111	-0.03029126	PTP4A3	protein tyrosine phosphatase type IVA, member 3
ILMN_2336728	9.87e-01	8.88e-01	-0.1438907	-6.740114	-0.0097825	DLG3	discs large MAGUK scaffold protein 3
ILMN_2289533	9.87e-01	8.88e-01	0.143848	-6.740121	0.01104697	KCNIP1	potassium voltage-gated channel interacting protein 1
ILMN_1712632	9.87e-01	8.88e-01	-0.1438129	-6.740126	-0.00923396	XDH	xanthine dehydrogenase
ILMN_3248294	9.87e-01	8.88e-01	0.143802	-6.740128	0.0100101	SNORD77	small nucleolar RNA, C/D box 77
ILMN_1664353	9.87e-01	8.88e-01	0.1437944	-6.740129	0.00864451		
ILMN_1657033	9.87e-01	8.88e-01	-0.1437744	-6.740132	-0.01235229		
ILMN_1701839	9.87e-01	8.88e-01	0.1437435	-6.740137	0.01088476	EXOSC1	exosome component 1
ILMN_1787954	9.87e-01	8.88e-01	0.143712	-6.740142	0.01130909		
ILMN_2059423	9.87e-01	8.88e-01	-0.1436969	-6.740144	-0.0095404	RAB40AL	RAB40A, member RAS oncogene family-like
ILMN_1831734	9.87e-01	8.88e-01	-0.1436768	-6.740147	-0.01108447		
